HSHD_TYPE_NM,AREA_NM,CTGG_NM,EMD_NM,USEAMT,TEMP,SECT_1,SECT_2,SECT_3,SECT_4,SECT_5,SECT_6,SECT_7,SECT_8,SECT_9,SECT_10,SECT_11,H_DAY,T_STD,Unnamed: 19,Unnamed: 20
다세대주택(빌라),울산,남구,삼호동,99,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,35,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,73,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,235,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,54,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,153,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,67,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,107,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,127,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,52,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,196,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,26,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,117,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,0,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,259,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,192,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,1,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,199,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,98,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,182,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,82,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,184,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,103,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,33,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,19,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,130,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,100,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,91,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,122,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,44,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,160,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,215,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,15,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,36,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,207,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,181,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,152,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,78,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,219,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,74,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,175,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,134,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,64,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,43,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,142,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,0,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,173,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,282,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,171,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,176,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,22,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,194,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,11,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,7,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,200,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,83,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,113,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,146,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,161,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,138,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,64,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,100,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,99,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,129,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,233,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,0,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,212,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,78,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,100,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,129,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,124,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,28,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,87,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,104,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,46,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,23,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,64,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,210,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,44,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,55,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,82,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,70,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,145,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,133,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,73,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,24,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,92,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,34,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,155,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,39,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,90,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,2,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,96,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,86,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,9,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,46,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,60,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,176,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,192,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,51,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,65,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,199,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,216,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,166,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,268,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,181,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,78,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,6,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,73,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,0,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,456,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,66,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,35,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,212,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,94,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,170,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,95,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,160,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,83,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,188,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,99,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,118,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,140,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,135,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,131,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,132,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,141,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,197,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,31,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,90,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,122,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,51,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,84,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,185,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,165,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,161,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,36,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,130,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,33,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,265,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,16,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,151,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,140,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,194,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,74,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,65,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,166,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,180,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,110,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,136,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,200,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,157,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,60,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,139,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,67,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,100,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,0,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,83,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,36,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,59,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,76,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,44,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,95,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,126,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,116,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,233,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,58,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,106,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,108,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,171,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,64,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,123,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,105,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,80,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,17,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,42,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,40,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,167,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,214,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,154,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,128,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,214,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,202,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,217,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,16,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,128,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,209,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,85,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,147,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,73,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,93,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,144,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,85,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,115,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,79,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,0,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,67,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,66,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,64,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,221,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,25,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,114,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,113,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,12,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,157,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,156,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,95,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,86,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,197,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
다세대주택(빌라),울산,남구,삼호동,87,2.1,1,2,3,9,16,20,25,29,31,31,31,11,5.217693822,,
